,RegionName,Jan2000,Feb2000,Mar2000,apr2000,May2000,Jun2000,Jul2000,Aug2000,Sep2000,Oct2000,Nov2000,Dec2000,Jan2001,Feb2001,Mar2001,apr2001,May2001,Jun2001,Jul2001,Aug2001,Sep2001,Oct2001,Nov2001,Dec2001,Jan2002,Feb2002,Mar2002,apr2002,May2002,Jun2002,Jul2002,Aug2002,Sep2002,Oct2002,Nov2002,Dec2002,Jan2003,Feb2003,Mar2003,apr2003,May2003,Jun2003,Jul2003,Aug2003,Sep2003,Oct2003,Nov2003,Dec2003,Jan2004,Feb2004,Mar2004,apr2004,May2004,Jun2004,Jul2004,Aug2004,Sep2004,Oct2004,Nov2004,Dec2004,Jan2005,Feb2005,Mar2005,apr2005,May2005,Jun2005,Jul2005,Aug2005,Sep2005,Oct2005,Nov2005,Dec2005,Jan2006,Feb2006,Mar2006,apr2006,May2006,Jun2006,Jul2006,Aug2006,Sep2006,Oct2006,Nov2006,Dec2006,Jan2007,Feb2007,Mar2007,apr2007,May2007,Jun2007,Jul2007,Aug2007,Sep2007,Oct2007,Nov2007,Dec2007,Jan2008,Feb2008,Mar2008,apr2008,May2008,Jun2008,Jul2008,Aug2008,Sep2008,Oct2008,Nov2008,Dec2008,Jan2009,Feb2009,Mar2009,apr2009,May2009,Jun2009,Jul2009,Aug2009,Sep2009,Oct2009,Nov2009,Dec2009,Jan2010,Feb2010,Mar2010,apr2010,May2010,Jun2010,Jul2010,Aug2010,Sep2010,Oct2010,Nov2010,Dec2010,Jan2011,Feb2011,Mar2011,apr2011,May2011,Jun2011,Jul2011,Aug2011,Sep2011,Oct2011,Nov2011,Dec2011,Jan2012,Feb2012,Mar2012,apr2012,May2012,Jun2012,Jul2012,Aug2012,Sep2012,Oct2012,Nov2012,Dec2012,Jan2013,Feb2013,Mar2013,apr2013,May2013,Jun2013,Jul2013,Aug2013,Sep2013,Oct2013,Nov2013,Dec2013,Jan2014,Feb2014,Mar2014,apr2014,May2014,Jun2014,Jul2014,Aug2014,Sep2014,Oct2014,Nov2014,Dec2014,Jan2015,Feb2015,Mar2015,apr2015,May2015,Jun2015,Jul2015,Aug2015,Sep2015,Oct2015,Nov2015,Dec2015,Jan2016,Feb2016,Mar2016,apr2016,May2016,Jun2016,Jul2016,Aug2016,Sep2016,Oct2016,Nov2016,Dec2016,Jan2017,Feb2017,Mar2017,apr2017,May2017,Jun2017,Jul2017,Aug2017,Sep2017,Oct2017,Nov2017,Dec2017,Jan2018,Feb2018,Mar2018,apr2018,May2018,Jun2018,Jul2018,Aug2018,Sep2018,Oct2018,Nov2018,Dec2018,Jan2019,Feb2019,Mar2019,apr2019,May2019,Jun2019,Jul2019,Aug2019,Sep2019,Oct2019,Nov2019,Dec2019,Jan2020,Feb2020,Mar2020,apr2020,May2020,Jun2020,Jul2020,Aug2020,Sep2020,Oct2020,Nov2020,Dec2020,Jan2021,Feb2021,Mar2021,apr2021,May2021,Jun2021,Jul2021,Aug2021,Sep2021,Oct2021,Nov2021,Dec2021,Jan2022,Feb2022,Mar2022,apr2022,May2022,Jun2022,Jul2022,Aug2022,Sep2022,Oct2022,Nov2022,Dec2022,Jan2023,Feb2023,Mar2023,apr2023,May2023,Jun2023,Jul2023,Aug2023,Sep2023
24,Louisiana,102515,102713,102867,103213,103580,103980,104371,104680,105032,105449,105999,106597,107261,107840,108398,108884,109329,109735,110126,110565,111011,111448,111866,112237,112520,112836,113204,113638,114435,115189,115985,116134,116246,116347,116745,117233,117725,118155,118481,118602,118627,118715,118963,119437,119942,120539,121026,121504,121967,122473,123040,123600,124090,124630,125174,125912,126591,127269,127919,128550,128970,129259,129460,129914,130443,131178,132016,133079,134154,135360,136556,137856,139253,140680,142136,143446,144459,145324,146039,146845,147550,148193,148832,149422,149979,150520,151128,151754,152176,152521,152788,153168,153505,153753,153950,154036,154131,154086,154008,153893,153852,153848,153848,153902,153925,153892,153620,153313,153016,152924,152897,153056,153127,153183,153090,152888,152637,152375,152280,152097,152078,152113,152338,152473,152620,152749,152723,152608,152489,152390,152201,151734,150919,150025,149212,148693,148317,148117,147984,147893,147738,147639,147503,147238,147005,147046,147195,147246,147595,148315,149025,149259,149287,149318,149324,149343,149597,149561,149750,150200,151113,152230,152973,153844,154549,155153,155362,155069,154683,154442,154303,154367,154584,155139,155993,156673,157193,157491,158125,159010,159962,160897,161636,162473,163382,164107,164638,164908,165395,166179,166971,168052,168883,169585,169607,169694,169752,170026,169860,169802,169646,169863,169794,169769,169370,169075,168694,168443,168025,167734,167795,168286,169067,169778,170238,170400,170746,171117,171812,172032,171998,171341,171102,171043,171300,171006,171009,171225,172054,173255,174746,176082,177030,177540,178025,178339,178481,178610,179114,180099,181484,182753,183724,184499,184752,184657,184496,185164,186915,188714,190012,190528,190880,191595,192492,193414,194341,195560,196525,196788,196522,196789,197848,199245,200830,202359,204154,205848,207250,208607,209273,209096,207735,206259,204910,203700,202882,202287,202650,203101,203491,203101,202223,201183,200146
25,Kentucky,85522,85566,85647,85846,86112,86403,86732,87108,87526,87916,88329,88758,89258,89714,90149,90539,90946,91380,91813,92195,92524,92813,93089,93339,93546,93752,93945,94143,94326,94530,94784,95064,95361,95644,95922,96166,96384,96615,96859,97117,97384,97652,97931,98219,98545,98879,99188,99461,99700,99944,100160,100341,100537,100775,101086,101390,101690,102021,102342,102657,102972,103323,103746,104197,104646,105057,105454,105837,106201,106496,106800,107108,107427,107716,108000,108283,108542,108772,108974,109169,109437,109727,110023,110229,110395,110552,110662,110678,110675,110694,110768,110857,110941,111055,111101,111105,111053,111026,111003,110859,110676,110486,110415,110411,110439,110455,110397,110294,110211,110180,110130,110040,109875,109696,109490,109297,109089,108936,108829,108816,108796,108776,108823,108960,109121,109143,109054,108901,108756,108603,108311,107926,107412,106901,106434,106086,105809,105554,105318,105116,104919,104708,104603,104541,104523,104609,104915,105418,105998,106442,106748,106702,106557,106383,106295,106369,106387,106394,106306,106298,106534,107014,107493,108033,108323,108632,108683,108814,108903,109069,109124,109376,109844,110535,111197,111628,111768,111633,111496,111550,111666,111806,112025,112550,113183,113778,114287,114869,115417,115968,116325,116815,117366,117966,118241,118446,118725,119291,119688,120088,120527,121203,121892,122476,122954,123370,123797,124332,124881,125423,126037,126672,127476,128082,128491,128649,129028,129843,131067,132123,132875,133255,133852,134510,135276,135656,136149,136671,137388,138161,139006,139796,140346,140794,141206,141662,142003,142589,143397,144353,145332,146164,147056,147828,148580,149257,150207,151633,153764,156117,158561,160670,162451,164099,165746,167450,169287,171382,173238,174454,174829,175301,176210,177537,179553,181927,184563,187029,189155,191349,192870,193596,193489,193562,193934,194381,194334,194321,194794,196003,197664,199041,199869,200198,200645
26,Oregon,150915,151247,151550,152186,152754,153280,153719,154187,154581,154977,155375,155826,156335,156766,157223,157623,158072,158540,159088,159711,160295,160859,161361,161891,162399,162895,163380,163882,164518,165279,166110,166802,167402,167962,168621,169280,169911,170482,171094,171773,172561,173448,174456,175577,176693,177847,178888,179885,180676,181506,182475,183695,185213,186908,188821,190714,192537,194242,195943,197597,199102,200710,202663,205344,208408,211817,215412,219328,223407,227286,230858,234476,237913,241038,244073,247414,251160,255246,259056,262464,264634,266219,267440,268650,269603,270472,271513,272965,274465,275500,276043,276147,276106,275784,275086,274142,272755,271691,270387,269058,267192,265155,263065,260804,258457,256072,253765,251341,249232,246949,244664,242066,239609,237133,234681,232628,231142,230128,229299,228644,228013,227514,227369,227161,226482,225309,223854,222163,220080,218006,216142,214392,212764,211057,209173,207223,205474,204168,203120,202156,201329,200389,199320,198166,197358,197061,197247,197592,197917,198398,199000,199766,200655,201939,203418,204961,206628,208427,210208,211918,213859,216088,218293,220452,222491,224557,226330,228087,229726,231324,232896,234441,236186,237584,238899,240080,241449,242727,244132,245850,247808,250015,252016,253951,255766,257685,259871,262385,265138,268277,271394,274822,278125,281211,283830,286519,289399,292285,294798,296979,298955,301177,303692,306552,309243,311890,314407,316933,319100,321104,322771,324415,325877,327317,328806,330674,332993,335607,338419,340837,342880,344060,345317,346405,347422,347961,348411,349307,350656,352388,354083,355408,356093,356638,357035,357631,358144,359073,360646,362759,365554,368398,371388,373718,374741,374804,375028,377043,381152,386757,393427,400345,407155,414345,422043,430124,438035,445205,451428,455887,459139,462062,465498,469345,474513,481207,489484,497813,504862,509346,509312,505437,499517,494938,491512,488591,485241,482606,481268,481608,483155,485480,487619,489385,490224
27,Oklahoma,81296,81330,81486,81771,82153,82516,82891,83240,83558,83842,84169,84559,84994,85416,85781,86124,86425,86724,87005,87319,87649,87958,88213,88440,88656,88923,89176,89443,89678,89918,90175,90447,90742,91025,91302,91561,91793,92027,92281,92583,92863,93113,93340,93599,93892,94165,94402,94628,94893,95195,95482,95755,96016,96276,96539,96857,97244,97668,98014,98334,98686,99049,99395,99706,100032,100329,100627,100931,101277,101593,101935,102276,102638,103064,103564,104065,104502,104898,105292,105676,106009,106344,106676,107006,107288,107496,107661,107835,108067,108371,108734,109078,109350,109531,109698,109833,109882,109945,109841,109853,109895,110114,110217,110227,110224,110295,110266,110151,109989,109745,109566,109432,109478,109603,109743,109882,109990,110023,110141,110263,110449,110597,110822,111123,111434,111562,111438,111197,110884,110479,109913,109424,109070,108857,108615,108344,108035,107764,107655,107673,107784,107693,107517,107290,107160,107120,107135,107179,107364,107631,108006,108222,108402,108512,108844,109296,109785,109939,110028,110140,110332,110568,110733,111126,111380,111901,112386,112888,113159,113298,113312,113437,113749,114274,114866,115408,115855,116144,116556,117188,117784,118138,118408,118777,119213,119461,119704,119959,120441,120764,120763,120412,120347,120773,121469,122165,122733,123226,123529,123767,123999,124402,124674,124761,124713,124900,125237,125583,125850,126113,126358,126623,126987,127455,127918,128374,128912,129387,129928,130391,130740,130770,130889,131088,131549,131907,132567,133290,133807,134233,134628,135130,135541,136082,136678,137211,137495,138008,138894,140158,141640,142896,143800,144289,144427,144581,145019,146102,147833,149801,152096,154348,156466,158402,160286,162141,164070,166183,167983,169382,170247,171605,173354,175392,177925,180713,183741,186342,188517,190593,192185,193147,193510,193892,194480,194834,194642,194382,194587,195448,196654,197790,198578,198990,199221
28,Connecticut,162959,163580,164229,165327,166229,167123,168122,169331,170604,171996,173403,174672,175783,176707,177733,178919,180255,181602,182907,184597,186467,188576,190419,191946,193152,194253,195524,197024,198797,200820,202974,205075,206954,209165,211660,214103,216145,217698,219373,221274,223592,225995,228374,230572,232930,235060,237399,239622,241740,243479,245142,247162,249669,252547,255506,258339,261085,264063,267261,270232,272569,274450,276645,279246,282176,285108,287962,290935,293890,296910,299714,302058,303796,304664,305992,307532,309503,310674,311488,311781,311837,311525,310982,310439,310251,310274,310326,310132,309776,309089,308222,307437,306897,306361,305422,304247,302232,300060,297525,295566,294017,292737,291221,289167,286633,283973,281459,279355,277504,276327,274930,273585,271539,269462,267272,265681,264325,263252,261878,260559,259288,258633,258618,259335,259999,260510,260251,259499,258252,256364,254011,251690,250341,249685,248826,247732,246341,245349,244095,242579,240734,238778,237143,235629,234404,233584,233446,233546,233428,233052,232569,231998,231326,230683,230440,230508,231047,231766,232321,232755,233192,233794,234438,234981,235425,235879,236307,236762,237127,237381,237761,238283,239034,239465,239648,239423,239065,238427,238182,238095,238251,238220,238525,238954,239473,239681,240007,240339,240775,241199,241613,241801,242074,242079,242183,242108,242398,242706,242825,242834,242835,243238,243768,244634,245168,245547,245902,246716,247705,248570,249284,249711,250114,250542,251364,252239,252980,253344,253768,253910,254101,254020,254226,254501,254943,255217,255412,255516,255662,256020,256558,257123,257404,257557,257745,258019,258094,258327,258857,259714,260872,262113,263834,265497,266429,266587,266642,267875,270656,274749,279709,284870,289745,294449,299030,303556,308271,313000,316486,317929,317363,316766,316993,318568,322259,327534,333865,339816,345288,349949,352898,353581,352807,352171,352484,353123,353405,354211,355939,359078,362585,366632,371272,376356,381012
29,Utah,167982,168074,168218,168581,169895,171343,172795,173393,173916,174358,174906,175430,175919,176200,176369,176544,176644,176811,176950,177220,177471,177735,177927,178014,178036,177955,178006,178133,178244,178342,178438,178466,178342,177989,177745,177509,177342,177298,177243,177373,177534,177854,178095,178245,178341,178450,178627,178825,179012,179300,179629,180024,180239,180462,180669,180897,181070,181182,181232,181208,181164,181364,181743,182365,182939,183594,184359,185284,186323,187425,188695,190037,191296,192639,194139,196021,198056,200630,203808,207342,210828,213988,216928,219587,222236,224827,227465,229951,232392,235066,237763,240418,242423,243965,245264,246533,247374,247509,246785,245433,243695,241678,239584,237306,235332,233492,231818,229971,227696,225432,223154,221368,219531,217722,215969,214294,212699,211264,210238,209493,208763,208076,207487,207183,206852,206038,204592,202658,200984,199460,197825,195867,194035,192357,191188,190091,189248,188248,187408,186895,186182,185460,184697,184535,184517,184679,185196,186180,187535,188989,190387,191679,193063,194479,196190,197966,199932,201669,203373,205197,207383,209716,211917,213932,215734,217423,218743,219678,220433,221054,221888,222606,223510,224106,224712,225273,225912,226371,226877,227570,228726,230035,231507,233014,234610,236327,238260,240508,242800,245004,246973,248994,251168,253177,254761,256304,258049,260053,261827,263331,264698,266128,267668,269319,271142,273269,275658,278083,280276,282403,284345,286324,288273,290195,292164,294300,296671,299154,301829,304166,306377,308289,310928,313529,316028,317924,319798,321471,323593,326074,328842,331016,332416,333317,334181,335309,336765,338628,340998,343799,346756,349916,353265,356405,358283,359311,360557,363488,368444,374820,382103,389514,396948,405064,414069,424163,435374,446726,457095,465131,471120,476028,480806,486065,493503,503271,515268,527181,536913,542456,541945,536620,528851,522208,516834,512538,508734,505817,503703,502441,502152,503210,504876,506653,507814
30,Iowa,90742,90916,91079,91433,91824,92218,92618,92961,93318,93758,94200,94691,95023,95323,95515,95780,96082,96469,96860,97287,97714,98148,98567,98997,99279,99465,99559,99813,100196,100695,101143,101535,101839,102180,102563,102990,103359,103669,103903,104138,104391,104696,105074,105540,106037,106542,107010,107445,107790,108031,108252,108528,108862,109245,109626,110038,110424,110823,111147,111518,111833,112186,112496,112918,113479,114182,114958,115675,116267,116696,117083,117452,117750,117985,118189,118402,118630,118874,119168,119481,119785,120069,120343,120638,120901,121158,121398,121653,121787,121833,121830,121918,122030,122159,122278,122461,122696,122808,122748,122563,122428,122305,122188,122093,122048,121960,121863,121752,121595,121385,121201,121094,121030,120928,120846,120743,120640,120526,120438,120374,120376,120450,120671,120893,121054,121037,120898,120669,120372,120003,119635,119261,118970,118678,118380,118068,117765,117517,117345,117239,117200,117178,117212,117277,117296,117382,117758,118376,119169,119701,120228,120659,121070,121106,121018,121308,121978,122557,123015,123484,124142,124699,125135,125771,126198,126667,126955,127225,127476,127493,127739,128242,128957,129723,130435,130881,130936,130454,130133,130266,130836,131577,132315,133147,133864,134430,134829,135404,135993,136688,137320,138205,139206,140201,140653,140757,140621,140717,140735,140899,141235,141845,142450,142907,143316,143721,144062,144419,144830,145269,145719,146082,146496,147008,147543,147959,148317,148854,149607,150252,150837,151336,152095,152627,153178,153443,153899,154323,154995,155943,157061,157980,158679,159271,159726,160056,160327,161037,161839,162642,162945,163243,163593,164147,164715,165201,165903,166870,168574,170421,172210,173442,174375,175441,176767,178478,180445,182571,184470,185656,186238,186837,187817,189083,190981,193269,196061,198815,201586,204050,205563,206002,205817,205900,206191,206300,205829,205349,205471,206514,208039,209605,210787,211617,212062
31,Nevada,153548,153567,153805,154349,155043,155666,156149,156614,157174,157804,158533,159238,159961,160728,161564,162400,163289,164152,165071,166008,166976,167959,168877,169828,170686,171443,172274,173223,174292,175194,176018,176785,177496,178388,179473,180698,181906,183101,184409,185769,187350,188941,190765,192673,194919,197337,200175,203115,206397,209791,214609,219833,226398,233417,242768,251635,261587,269375,276448,281300,285194,290417,296120,303609,309175,313529,316298,319660,322606,324834,326124,326827,327490,327765,329442,331754,334370,335553,335889,335584,334903,333630,331791,330493,329137,328214,327073,325414,323365,320553,317215,313631,309627,305746,300272,294333,286903,278808,270485,263329,257455,251128,244336,237218,230039,223224,215858,209394,202871,197708,192646,187623,181786,175686,169702,164915,161194,158716,156851,155042,153983,153084,152301,151073,149835,149175,148548,147796,146620,145493,144798,144107,142884,141153,139214,137253,135815,134233,133076,131496,130510,129747,129228,128722,128504,128380,128058,127615,127621,128712,130330,132159,134006,135925,138137,140183,142492,144841,147598,150852,154910,159720,164512,168794,172635,176152,179234,181374,182827,184286,185825,187682,189549,191690,193584,194901,195903,196552,197678,198543,199594,200508,201699,203125,204827,206941,209129,210982,212602,214042,215759,217274,218765,220126,221322,222760,224079,225547,226549,227084,227594,228256,229470,230867,232632,234925,237498,240116,242217,244342,246615,249318,252286,255415,258447,261570,264453,267296,270123,272952,275997,279063,282582,286099,289292,291845,293855,295380,296641,297979,299287,300366,300703,300983,301228,301749,302058,302341,302832,303647,305188,306898,308799,310132,310476,310257,310304,311507,313730,316582,320220,324304,328473,332893,338035,344078,351336,359616,368164,375736,381906,387342,392981,398523,405327,413422,423372,433545,442719,449923,453470,452837,448230,442312,435703,429541,423463,418485,414824,412742,411922,412462,413968,416464,418856
32,Arkansas,86101,86216,86346,86625,86900,87164,87419,87709,88038,88367,88797,89284,89859,90230,90508,90681,90998,91358,91773,92118,92415,92605,92735,92812,92902,93045,93225,93434,93705,94029,94405,94734,95071,95444,95832,96198,96450,96718,96983,97310,97707,98133,98605,99031,99485,99914,100320,100686,101057,101509,102029,102604,103143,103682,104203,104750,105310,105865,106400,106910,107521,108239,109036,109820,110568,111312,112079,112785,113504,114220,115029,115787,116441,117036,117622,118229,118807,119366,119896,120392,120878,121247,121562,121816,122051,122273,122444,122640,122738,122830,122895,123059,123176,123276,123271,123267,123225,123237,123270,123325,123277,123113,122909,122627,122351,122021,121716,121365,120985,120538,120064,119586,119203,118927,118659,118325,117932,117559,117353,117278,117367,117469,117601,117697,117796,117802,117627,117386,116978,116549,116011,115498,115048,114715,114503,114295,114007,113754,113591,113539,113537,113579,113594,113563,113542,113688,113919,114205,114590,115106,115712,116098,116460,116641,116843,117052,117321,117641,117980,118268,118475,118623,118646,118753,118916,119225,119300,119179,119175,119449,119690,119883,120172,120580,121004,121395,121733,121818,121871,121974,122141,122288,122549,122970,123366,123771,124255,124936,125650,126493,127132,127768,128459,129131,129488,129670,129845,130183,130349,130680,131077,131667,132136,132519,132825,133073,133372,133724,134104,134383,134751,135100,135619,136162,136774,137358,137848,138242,138857,139355,139848,139895,140126,140293,140609,140642,140883,141256,141846,142544,143307,144114,144816,145595,146167,146583,146614,146873,147316,148025,148476,149038,149825,150961,151908,152671,153593,154949,156840,158688,160476,161855,163195,164652,166401,168343,170521,173063,175677,177929,179434,180843,182551,184571,186840,188955,190885,192800,194445,196081,196962,197373,197186,196997,196713,196339,195775,195523,195988,197180,198786,200136,200855,200856,200795
33,Mississippi,85595,85548,85546,85608,85908,86337,86734,87112,87449,87916,88412,89044,89619,89965,90177,90354,90673,91011,91292,91611,91905,92359,92700,92968,93101,93146,93185,93145,93250,93429,93741,94023,94352,94746,95108,95404,95555,95686,95875,96145,96419,96654,96759,96974,97208,97599,97878,98087,98257,98460,98735,99002,99277,99531,99830,100216,100729,101333,101837,102199,102411,102717,103127,103650,104139,104753,105314,106055,106827,107827,108683,109273,109700,110242,111047,112039,112823,113593,114137,114953,115812,116872,117748,118433,118938,119281,119506,119712,120095,120426,120597,120742,120931,121176,121304,121230,121195,121070,120987,120671,120117,119499,118846,118331,117831,117443,117184,117007,116733,116425,116167,115993,115787,115507,115251,114926,114564,114147,113800,113528,113373,113302,113222,113091,112903,112705,112406,112024,111546,111040,110625,110434,110392,110343,110235,110058,109935,109770,109768,109713,109637,109389,109195,109067,108985,108934,108795,108732,109015,109463,109951,109776,109598,109203,109243,109600,110045,110040,109581,109158,108824,108844,108800,109150,109231,109595,109741,109976,110201,110601,110906,111207,111647,112270,113119,114061,114908,115491,116023,116679,117429,118073,118789,119613,120634,121527,122464,123434,124508,125337,125616,125698,125930,126419,126622,126693,126799,127195,127530,127764,127967,128052,128114,128137,128267,128505,128726,128922,128857,128756,128744,128997,129383,129801,130045,130134,130299,130680,131621,132365,132807,132588,132257,132016,132156,132404,133084,133672,134200,134521,135093,135782,136453,137073,137619,137965,137937,138133,138458,138993,139150,139436,140104,141031,141768,142036,142791,144098,146022,147490,148679,149506,150545,151843,153386,155166,157118,159272,161459,163371,164719,166167,168232,170441,172222,173107,173856,174671,175610,177140,178479,179292,179059,178244,177270,176267,175006,173794,172839,173186,174333,175518,176227,176465,176568
34,Kansas,88195,88212,88314,88467,88697,88956,89293,89659,90002,90353,90734,91166,91704,92325,92979,93543,94070,94580,95080,95549,95971,96386,96787,97198,97588,97914,98206,98478,98490,98421,98324,98304,98331,98362,98870,99426,100012,100311,100305,99970,99758,99816,100337,100885,101503,102021,102322,102570,102722,102929,103268,103849,104453,104949,105255,105597,106506,107633,108762,109365,109892,110368,110810,111140,111550,111626,111682,111712,112077,112310,112348,112502,112790,113232,113570,113930,114252,114562,114884,115306,115643,115991,116254,116587,116858,117098,117366,117731,118173,118559,118875,119215,119474,119692,119715,119674,119587,119529,119581,119676,119873,120054,120129,120201,120156,120120,119844,119551,119141,118910,118815,118978,119176,119399,119543,119628,119576,119539,119473,119405,119301,119143,119182,119292,119521,119662,119587,119237,118646,118118,117614,117168,116731,116386,116025,115629,115365,115194,115054,114833,114496,114092,113732,113453,113321,113300,113515,113860,114371,115038,115747,116246,116501,116590,116685,116818,116991,117077,117037,117023,117153,117498,117805,118195,118491,118914,119207,119410,119426,119287,119232,119299,119701,120230,120838,121376,121787,122103,122404,122930,123443,123942,124336,124867,125402,125885,126371,127023,127748,128564,129178,129872,130468,131052,131286,131415,131526,131793,131903,132002,132170,132544,133148,133794,134456,134960,135397,135915,136373,136697,136991,137312,137750,138179,138630,139201,139865,140629,141506,142281,143014,143480,144047,144515,145090,145461,145974,146414,146918,147510,148344,149181,149788,150295,150760,151353,151852,152581,153524,154597,155620,156757,158068,159343,160076,160528,161344,162716,164710,166539,168365,169853,171286,172834,174791,177113,179783,182517,184847,186404,187189,187862,188920,190306,192608,195330,198534,201519,204239,206654,208282,209023,208986,209125,209521,210048,210248,210235,210580,211618,213222,214941,216377,217651,218640
35,New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132225,132450,132549,132891,133263,133707,134097,134454,134769,135091,135337,135527,135660,135857,136234,136759,137349,137852,138363,138931,139681,140358,141081,141631,142168,142787,143666,144724,145678,146404,147044,147632,148259,148871,149473,150238,151083,152025,153062,154419,156043,157934,159805,161668,163495,165246,166989,168693,170737,172797,174965,176860,178805,180660,182461,184010,185231,186123,186827,187323,188088,188852,189981,190867,191631,191876,191951,191941,192025,191994,191846,191529,191053,190456,189671,188749,187732,186786,185694,184615,183715,183083,182426,181247,180151,179116,178954,178576,178305,177543,177329,176986,176658,176444,176440,176698,176408,175979,175009,173946,172847,171802,170313,168662,167151,166594,166410,166413,165856,164937,163787,162990,162438,162068,161686,161286,160896,160587,160469,160546,160687,160883,161078,161302,161335,161407,161506,161922,162452,162688,162523,162354,162420,162836,163240,163308,163344,163241,163254,163081,163007,163324,163899,164457,164829,165384,165684,165964,165864,165786,165596,165678,165943,166175,166377,166761,167402,168005,168268,168487,168748,169227,169715,169909,170081,170244,170559,170817,171283,171975,172720,173073,173218,173243,173636,174133,174615,174628,174714,175013,175798,176447,176990,177470,177865,178273,178661,179248,179841,180289,180776,181436,182072,182598,182992,183747,184698,185849,186643,187433,188104,188891,189581,190394,191406,192620,193733,194626,195317,195879,196580,197644,199063,200540,201726,202936,204189,205331,206455,207954,210083,212920,216022,219080,221872,224600,227779,231193,234786,238346,241952,245132,247615,249185,250545,252332,254644,257980,262333,267618,272713,276859,280366,282592,283378,282726,282001,281521,281446,281303,281501,282195,283798,285865,287835,289463,291005,292341
36,Nebraska,114402,114585,114755,115018,115151,115230,115322,115541,115808,116089,116412,116744,117251,117591,115223,111843,108345,107464,107438,107604,107837,108061,108282,108523,108820,109106,109461,109751,110153,110473,110824,111126,111454,111814,112159,112531,112934,113342,113806,114213,114728,115161,115695,116171,116714,117205,117699,118176,118666,119172,119727,120253,120854,121404,122027,122553,122931,123199,123446,123827,124264,124690,125197,125663,126192,126581,127011,127356,127721,128045,128387,128663,128979,129315,129773,130203,130630,130928,131181,131278,131398,131553,131799,131994,132157,132264,132432,132551,132623,132368,132230,132143,132183,131889,131560,131219,130862,130354,129929,129673,129523,129373,129202,128979,128613,128128,127568,126989,126476,126174,126354,126622,127008,127191,127324,127398,127594,127932,128239,128636,129097,129532,129692,130070,130352,130458,129883,129048,128127,127310,126555,126029,125775,125703,125629,125254,124976,124778,124785,124842,124808,124856,124884,124834,124555,124269,124235,124468,124796,125186,125621,126138,126682,127234,127589,127789,127899,128189,128581,129050,129448,129881,130336,130960,131488,132039,132289,132600,132752,132965,133172,133567,134116,134686,135279,135807,136145,136284,136428,136761,137180,137691,138220,138947,139709,140465,141131,141930,142715,143582,144232,145042,145882,146801,147419,147912,148306,148811,149227,149631,150126,150761,151526,152230,152888,153472,154184,155061,156001,156961,157820,158539,159227,159991,160854,161644,162429,163288,164308,165216,166064,166783,167705,168540,169388,169858,170416,170846,171621,172524,173588,174535,175331,176131,176801,177492,178119,178965,179938,181002,181991,182937,183882,184791,185460,186052,186964,188520,190825,193284,195791,198006,200215,202607,205322,208353,211592,214764,217056,217973,217612,217282,217716,218927,221387,224881,229315,233648,237197,239922,241239,241346,240611,240306,240570,241266,241440,241822,242630,244388,246469,248593,250280,251526,252108
37,Idaho,121070,120997,121044,121140,121455,121840,122220,122605,122926,123237,123484,123725,124116,124511,125056,125580,126094,126475,126867,127342,127854,128335,128641,128911,129085,129338,129532,129743,129977,130323,130673,130998,131310,131630,131901,132067,132194,132385,132475,132823,133257,133816,134226,134589,134995,135341,135571,135844,136162,136627,137165,137788,138482,139288,140177,141027,141770,142411,143078,143766,144581,145545,146751,147978,149411,151223,153440,156151,158935,0,168628,172811,174959,176644,178550,181184,183977,187434,190009,192242,194111,194078,194263,194252,195527,195869,195876,196106,196668,197141,197587,197971,198272,198465,198637,199002,199393,200125,200359,200223,199040,197684,196293,194916,193435,191812,190104,188298,186332,184192,181987,179752,177625,175753,173967,172188,170284,168588,167160,166304,165270,164499,163516,162872,162267,161046,159387,157579,155688,153808,151818,149997,148332,146779,145616,144251,143024,142100,141810,141624,141388,141234,141135,141097,141006,141346,142047,143137,144321,145600,146884,148145,149536,150924,152240,153420,154550,155781,157127,158625,160359,162119,163756,165200,166542,167881,168814,169524,170024,170685,171458,172278,173281,174049,174926,175605,176291,176689,176921,177168,177670,178510,179628,180826,182186,183450,184683,185865,187120,188322,189240,190167,191534,193114,194628,195980,197469,199013,200288,201384,202554,203882,205387,206951,208518,210231,211934,213760,215279,216831,218249,219609,221058,222687,224535,226404,228363,230485,233075,235749,238521,241016,243805,246635,249497,252007,254434,256759,258978,261113,263349,265595,267748,269866,271992,274228,276317,278766,281533,284651,287844,291195,294867,298522,301447,303570,305782,309153,314532,321542,330193,339877,350308,361903,374875,388830,403316,416413,427014,433917,438153,441464,444824,448623,453297,459325,466730,474703,481170,485171,484457,479730,472259,465200,458538,452362,446501,441850,438483,436780,436389,437223,438340,439983,441312
